addr,event,start,end,freq,size,DR,sample
00:80:E1:15:05:AB:CF:19,RX,1731768639.404,1731768645.420,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768645.428,1731768652.447,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768652.455,1731768658.474,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768658.481,1731768664.498,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768664.506,1731768670.525,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768670.533,1731768677.553,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768677.561,1731768683.578,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768683.586,1731768689.610,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768689.618,1731768695.640,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768695.646,1731768702.672,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768702.680,1731768708.696,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731768708.704,1731768714.727,869525000,0,2,
