addr,event,start,end,freq,size,DR,sample
00:80:E1:15:00:0A:D5:68,RX,1733749892.404,1733749912.512,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749912.520,1733749933.612,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749933.618,1733749953.663,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749953.671,1733749974.729,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749974.737,1733749995.816,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749995.823,1733750015.944,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733750015.950,1733750037.019,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733750037.027,1733750058.073,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733750058.081,1733750078.139,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733750078.147,1733750099.224,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733750099.232,1733750119.319,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733750119.326,1733750135.967,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733750135.972,1733750140.378,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733750140.386,1733750161.437,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733750161.445,1733750181.537,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733750181.544,1733750202.637,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733750202.645,1733750223.698,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733750223.706,1733750243.755,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733750243.763,1733750264.827,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733750264.835,1733750285.928,869525000,0,0,
00:80:E1:15:05:AB:CF:19,TX,1733748587.325,1733748587.513,867900000,21,3,
00:80:E1:15:05:AB:CF:19,TX,1733748647.331,1733748647.519,867900000,18,3,
00:80:E1:15:05:AB:CF:19,TX,1733748707.337,1733748707.524,867300000,18,3,
00:80:E1:15:05:AB:CF:19,TX,1733748767.343,1733748767.530,867700000,18,3,
00:80:E1:15:05:AB:CF:19,TX,1733748827.349,1733748827.536,868500000,18,3,
00:80:E1:15:05:AB:CF:19,TX,1733748887.354,1733748887.542,867100000,18,3,
00:80:E1:15:05:AB:CF:19,RX,1733748887.354,1733748888.833,867100000,0,3,
00:80:E1:15:05:AB:CF:19,TX,1733748888.850,1733748889.017,868100000,15,3,
00:80:E1:15:05:AB:CF:19,RX,1733748888.850,1733748890.226,868100000,0,3,
00:80:E1:15:05:AB:CF:19,TX,1733748894.115,1733748894.282,868500000,15,3,
00:80:E1:15:05:AB:CF:19,TX,1733748947.360,1733748947.548,867700000,18,3,
00:80:E1:15:05:AB:CF:19,RX,1733748947.360,1733748948.757,867700000,0,3,
00:80:E1:15:05:AB:CF:19,TX,1733748948.764,1733748948.951,867900000,18,3,
00:80:E1:15:05:AB:CF:19,RX,1733749224.774,1733749228.807,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749228.814,1733749243.472,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749243.478,1733749249.855,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749249.863,1733749269.902,869525000,0,0,
